GMStdAudioSetVolume_Desc,Set the volume of a sound effect or a music track.,지정한 소리의 음량을 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdAudioGetVolume_Name,Get Audio Volume,오디오 음량 얻기,,Drag and Drop™ library action name,,,,,,,,
GMStdAudioGetVolume_Desc,Get the volume of a sound effect or a music track.,지정한 소리의 음량을 가져옵니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdAudoSetMasterVolume_Name,Set Master Volume,마스터 음량 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdAudoSetMasterVolume_Desc,Set the master volume that all other volumes are relative to.,마스터 음량을 조절함으로써 다른 음량들도 조절할 수 있습니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdAudioGetMasterVolume_Name,Get Master Volume,마스터 음량 얻기,,Drag and Drop™ library action name,,,,,,,,
GMStdAudioGetMasterVolume_Desc,Get the master volume all other volumes are relative to.,마스터 음량을 가져옵니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdGetCurrentRoom_Name,Get Current Room,현재 룸 얻기,,Drag and Drop™ library action name,,,,,,,,
GMStdGetCurrentRoom_Desc,Get the currently active room.,현재 활성화된 룸을 가져옵니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPreviousRoom_Name,Go To Previous Room,이전 룸으로 가기,,Drag and Drop™ library action name,,,,,,,,
GMStdPreviousRoom_Desc,Go to the room that was previously active.,이전에 활성화됐었던 룸으로 되돌아갑니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdNextRoom_Name,Go To Next Room,다음 룸으로 가기,,Drag and Drop™ library action name,,,,,,,,
GMStdNextRoom_Desc,Go to the next room in the list.,다음에 올 룸으로 갑니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdRestartRoom_Name,Restart Room,룸 다시 시작하기,,Drag and Drop™ library action name,,,,,,,,
GMStdRestartRoom_Desc,Restart the current room.,현재 룸을 다시 시작합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdGoToRoom_Name,Go To Room,어떤 룸으로 가기,,Drag and Drop™ library action name,,,,,,,,
GMStdGoToRoom_Desc,Go to a specific room.,지정한 룸으로 갑니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdIfFirstRoom_Name,If Room Is First,만약 룸이 첫번째 룸이라면,,Drag and Drop™ library action name,,,,,,,,
GMStdIfFirstRoom_Desc,Check if the current room is the first room or not.,현재 룸이 자원 목록에서 첫번째 룸인지 확인합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdIfLastRoom_Name,If Room Is Last,만약 룸이 마지막 룸이라면,,Drag and Drop™ library action name,,,,,,,,
GMStdIfLastRoom_Desc,Check if the current room is the last room or not.,현재 룸이 자원 목록에서 마지막 룸인지 확인합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdRestartGame_Name,Restart Game,게임 다시 시작하기,,Drag and Drop™ library action name,,,,,,,,
GMStdRestartGame_Desc,Restart the game.,게임을 다시 시작합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdEndGame_Name,Exit Game,게임 종료하기,,Drag and Drop™ library action name,,,,,,,,
GMStdEndGame_Desc,Exit the game application.,게임 클라이언트를 종료합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdSaveGame_Name,Save Game,게임 저장하기,,Drag and Drop™ library action name,,,,,,,,
GMStdSaveGame_Desc,Save the current progress.,현재 게임 진행을 저장합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdLoadGame_Name,Load Game,게임 불러오기,,Drag and Drop™ library action name,,,,,,,,
GMStdLoadGame_Desc,Load the game from a save file.,저장했던 파일로부터 게임 진행을 불러옵니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdOpenIni_Name,Open Ini File,ini 파일 열기,,Drag and Drop™ library action name,,,,,,,,
GMStdOpenIni_Desc,Open an ini file for reading and writing. You can only have 1 ini file open at a time.,읽거나 쓸 수 있는 ini 파일을 하나 엽니다. 한번에 하나의 파일만 열 수 있습니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdCloseIni_Name,Close Ini File,ini 파일 닫기,,Drag and Drop™ library action name,,,,,,,,
GMStdCloseIni_Desc,Close the currently open ini file.,현재 열린 ini 파일을 닫습니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdInit,Initialise,초기화,,DnD label,,,,,,,,
GMStdCondition,Condition,조건,,DnD label,,,,,,,,
GMStdIncrement,Increment,증분,,DnD label,,,,,,,,
GMStdView,View,뷰,,DnD label,,,,,,,,
GMStdIniWrite_Name,Write To Ini File,ini 파일에 쓰기,,Drag and Drop™ library action name,,,,,,,,
GMStdIniWrite_Desc,Write a string or numeric value to an ini file.,ini 파일에 값을 작성합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdIniRead_Name,Read Ini File,ini 파일을 읽기,,Drag and Drop™ library action name,,,,,,,,
GMStdIniRead_Desc,Read a string or numeric value from an ini file.,ini 파일에서 값을 가져옵니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdSetTimeline_Name,Set Instance Timeline,타임라인 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdSetTimeline_Desc,Attach a timeline to an instance.,개체가 사용할 타임라인을 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPositionTimeline_Name,Set Timeline Moment,타임라인 분기 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPositionTimeline_Desc,Set the current moment of an instance's timeline.,현재 개체가 사용중인 타임라인의 분기를 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdSpeedTimeline_Name,Set Timeline Speed,타임라인 속도 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdSpeedTimeline_Desc,Set the speed of an instance's timeline.,현재 개체가 사용중인 타임라인의 진행 속도를 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdSetTimelineState_Name,Set Timeline State,타임라인 상태 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdSetTimelineState_Desc,Set the state of an instance's timeline.,현재 개체가 사용중인 타임라인의 속성을 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdStartPath_Name,Start Following Path,경로 이동 시작하기,,Drag and Drop™ library action name,,,,,,,,
GMStdStartPath_Desc,Start following a path with an instance.,개체가 지정한 경로를 따라 이동합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdStopPath_Name,Stop Following Path,경로 이동 중지하기,,Drag and Drop™ library action name,,,,,,,,
GMStdStopPath_Desc,Stop an instance from following a path.,경로를 따라 이동 중이면 정지합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPathPosition_Name,Set Position Along Path,경로 상의 위치 결정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPathPosition_Desc,Set the position of the instance along the path it is following.,현재 따라가는 경로 상의 위치로 이동합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPathSpeed_Name,Set Path Follow Speed,경로 이동 속력 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPathSpeed_Desc,Set the speed of the instance following a path.,경로를 따라갈 때의 속도를 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdDebugShowMessage_Name,Show Debug Message,디버그 메시지 띄우기,,Drag and Drop™ library action name,,,,,,,,
GMStdDebugShowMessage_Desc,Display a debug message in the output console.,출력 콘솔에 디버그 용 메시지를 출력합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdSetWindowState_Name,Set Window State,창 상태 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdSetWindowState_Desc,Set the window state of the game.,게임 창의 세부 속성을 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartTypeDestroy_Name,Destroy Particle Type,입자 유형 없애기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartTypeDestroy_Desc,Destroy the particle type.,입자 유형을 파괴합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartTypeOrientation_Name,Set Particle Orientation,입자 각도 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartTypeOrientation_Desc,Set the orientation of a particle type.,입자 유형의 각도를 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartCreateBurst_Name,Burst Particles,입자 한번 방출하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartCreateBurst_Desc,Create a burst of particles without an emitter.,방출기 없이 한번 입자들을 생성합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartSystCreate_Name,Create Particle System,시스템 만들기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartSystCreate_Desc,Create a new particle system.,새 입자 시스템을 생성합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartSystDestroy_Name,Destroy Particle System,시스템 없애기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartSystDestroy_Desc,Destroy the particle system.,입자 시스템을 파괴합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartSystClear_Name,Clear Particle System,시스템 정리하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartSystClear_Desc,Clear the particle system.,입자 시스템을 초기화합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPauseParticles_Name,Pause Particle System,시스템 일시 정지하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPauseParticles_Desc,Pause or resume the particle system.,입자 시스템을 일시 정지시킵니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdRefreshParticles_Name,Update Particle System,시스템 갱신하기,,Drag and Drop™ library action name,,,,,,,,
GMStdRefreshParticles_Desc,"Update the particle system, advancing it another step.",입자 시스템을 갱신하여 다음 단계로 진행합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartTypeCreate_Name,Create Particle Type,입자 유형 만들기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartTypeCreate_Desc,Create a new particle type.,새 입자 유형을 생성합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartTypeColor_Name,Set Particle Colour,입자 색 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartTypeColor_Desc,Set the colour of a particle type.,Set the colour of a particle type.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartTypeLife_Name,Set Particle Life,입자 지속 시간 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartTypeLife_Desc,Set the life of a particle type.,입자 유형의 지속 시간을 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartTypeGravity_Name,Set Particle Gravity,입자 중력 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartTypeGravity_Desc,Set the gravity of a particle type.,입자 유형의 중력을 설정합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartTypeSecondary_Name,Set Secondary Particles,이중 입자 정하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartTypeSecondary_Desc,Add secondary particle emissions to a particle type.,입자 유형과 함께 방출될 다른 입자를 추가합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartEmitCreate_Name,Create Particle Emitter,방출기 생성하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartEmitCreate_Desc,Create a new particle emitter.,새 입자 방출기를 만듭니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartEmitDestroy_Name,Destroy Particle Emitter,방출기 파괴하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartEmitDestroy_Desc,Destroy a particle emitter.,입자 방출기를 없앱니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdPartEmitterEmit_Name,Emit Particles,방출하기,,Drag and Drop™ library action name,,,,,,,,
GMStdPartEmitterEmit_Desc,Emit particles from a particle system.,시스템에서 입자를 방출시킵니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdEffect_Name,Do Effect,효과 생성하기,,Drag and Drop™ library action name,,,,,,,,
GMStdEffect_Desc,Show an effect at the specified position.,지정한 자리에 효과를 생성합니다.,,Drag and Drop™ library action description,,,,,,,,
GMStdScript,Script,스크립트,,Drag and Drop™ library argument label,,,,,,,,
GMStdArgument,Argument,인자,,DnD argument label,,,,,,,,
GMStdOptional,Optional,선택적,, DnD optional label,,,,,,,,
GMStdDefaultValue,Value,값,, DnD default value label,,,,,,,,
GMStdTarget,Target,대상,,Drag and Drop™ library argument label,,,,,,,,
GMStdReturnList,Return List,반환 목록,,Drag and Drop™ library argument label,,,,,,,,
GMStdFreeTarget,Free Target,자유 대상,,Drag and Drop™ library argument label,,,,,,,,
GMStdObject,Object,객체,,Drag and Drop™ library argument label,,,,,,,,
GMStdSequence,Sequence,시퀀스,,Drag and Drop™ library argument label,,,,,,,,
GMStdX,X,X,,Drag and Drop™ library argument label,,,,,,,,
GMStdY,Y,Y,,Drag and Drop™ library argument label,,,,,,,,
GMStdTargetX,Target X,목표 X,,Drag and Drop™ library argument label,,,,,,,,
GMStdTargetY,Target Y,목표 Y,,Drag and Drop™ library argument label,,,,,,,,
GMStdLayer,Layer,레이어,,Drag and Drop™ library argument label,,,,,,,,
GMStdAlarm,Alarm,알람,,Drag and Drop™ library argument label,,,,,,,,
GMStdCountdown,Countdown,초 시계,,Drag and Drop™ library argument label,,,,,,,,
GMStdNot,Not, 아님 ,,Drag and Drop™ library argument label,,,,,,,,
GMStdExcludeSelf,Exclude Self,자신은 제외,,DnD argument label,,,,,,,,
GMStdGamepad,Gamepad,게임 패드,,Drag and Drop™ library argument label,,,,,,,,
GMStdThreshold,Threshold,스틱 조작의 초계 지점,,Drag and Drop™ library argument label,,,,,,,,
GMStdAxis,Axis,축,,Drag and Drop™ library argument labelf,,,,,,,,
GMStdTrigger,Trigger,방아쇠 단추,,Drag and Drop™ library argument label,,,,,,,,
GMStdButton,Button,단추,,Drag and Drop™ library argument label,,,,,,,,
GMStdDeadzone,Deadzone,스틱 조작의 임계 지점,,Drag and Drop™ library argument label,,,,,,,,
GMStdAdditiveBlend,Blend,혼합 여부,,DnD™,,,,,,,,
GMStdDirection,Direction,방향,,Drag and Drop™ library argument label,,,,,,,,
GMStdType,Type,종류,,Drag and Drop™ library argument label,,,,,,,,
GMStdSpeed,Speed,속력,,Drag and Drop™ library argument labelG,,,,,,,,
GMStdMinSpeed,Min Speed,최소 속력,,Drag and Drop™ library argument label,,,,,,,,
GMStdMaxSpeed,Max Speed,최대 속력,,Drag and Drop™ library argument label,,,,,,,,
GMStdForce,Force,힘,,Drag and Drop™ library argument label,,,,,,,,
GMStdX2,X2,X2,,Drag and Drop™ library argument label,,,,,,,,
GMStdY2,Y2,Y2,,Drag and Drop™ library argument label,,,,,,,,
GMStdSprite,Sprite,스프라이트,,Drag and Drop™ library argument label,,,,,,,,
GMStdFrameIndex,Frame,프레임,,Drag and Drop™ library argument label,,,,,,,,
GMStdStackOrder,Stack Order,스택 순서,,Drag and Drop™ library argument label,,,,,,,,
GMStdNumber,Number,개수,,Drag and Drop™ library argument label,,,,,,,,
GMStdLeft,Left,왼쪽,,Drag and Drop™ library argument label,,,,,,,,
GMStdTop,Top,위쪽,,Drag and Drop™ library argument label,,,,,,,,
GMStdRight,Right,오른쪽,,Drag and Drop™ library argument label,,,,,,,,
GMStdBottom,Bottom,아래쪽,,Drag and Drop™ library argument label,,,,,,,,
GMStdFill,Fill,채우기,,Drag and Drop™ library argument label,,,,,,,,
GMStdBackground,Background,배경,,Drag and Drop™ library argument label,,,,,,,,
GMStdMinCol,Min Colour,최소 색상,,Drag and Drop™ library argument label,,,,,,,,
GMStdMaxCol,Max Colour,최대 색상,,Drag and Drop™ library argument label,,,,,,,,
GMStdFont,Font,글꼴,,Drag and Drop™ library argument label,,,,,,,,
GMStdHAlign,HAlign,가로 정렬,,Drag and Drop™ library argument label,,,,,,,,
GMStdVAlign,VAlign,세로 정렬,,Drag and Drop™ library argument label,,,,,,,,
GMStdLayerName,Layer,레이어,,Drag and Drop™ library argument label,,,,,,,,
GMStdTileIndex,Tile,타일,,Drag and Drop™ library argument label,,,,,,,,
GMStdData,Data,자료,,DnD label,,,,,,,,
GMStdColumn,Column,열,,Drag and Drop™ library argument label,,,,,,,,
GMStdRow,Row,행,,Drag and Drop™ library argument label,,,,,,,,
GMStdScore,Score,점수,,Drag and Drop™ library argument label,,,,,,,,
GMStdLives,Lives,목숨,,Drag and Drop™ library argument label,,,,,,,,
GMStdHealth,Health,체력,,Drag and Drop™ library argument label,,,,,,,,
GMStdGlobal,Global,전역,,Drag and Drop™ library argument label,,,,,,,,
GMStdMin,Minimum,최소,,Drag and Drop™ library argument label,,,,,,,,
GMStdMax,Maximum,최대,,Drag and Drop™ library argument label,,,,,,,,
GMStdTimes,Times,횟수,,Drag and Drop™ library argument label,,,,,,,,
GMStdVariable,Variable,변수,,Drag and Drop™ library argument label,,,,,,,,
GMStdTransformation,Transform,변형,,DnD™ argument label,,,,,,,,
GMStdIs,Is,가 ,,Drag and Drop™ library argument label,,,,,,,,
GMStdValue,Value,값,,Drag and Drop™ library argument label,,,,,,,,
GMStdValue100,Value (0-100),값 (0-100),,DnD™,,,,,,,,
GMStdConstant,Constant,상수,,Drag and Drop™ library argument label,,,,,,,,
GMStdRounding,Rounding,둥글게,,Drag and Drop™ library argument label,,,,,,,,
GMStdWidth,Width,너비,,Drag and Drop™ library argument label,,,,,,,,
GMStdHeight,Height,높이,,Drag and Drop™ library argument label,,,,,,,,
GMStdStructure,Structure,구조,,Drag and Drop™ library argument label,,,,,,,,
GMStdList,List,리스트,,Drag and Drop™ library argument label,,,,,,,,
GMStdIndex,Index,순번,,Drag and Drop™ library argument label,,,,,,,,
GMStdGrid,Grid,그리드,,Drag and Drop™ library argument label,,,,,,,,
GMStdStack,Stack,스택,,Drag and Drop™ library argument label,,,,,,,,
GMStdSound,Sound,소리,,Drag and Drop™ library argument label,,,,,,,,
GMStdLoop,Loop,반복,,Drag and Drop™ library argument label,,,,,,,,
GMStdTimeInSecs,Time In Seconds,초 시간,,Drag and Drop™ library argument label,,,,,,,,
GMStdPitch,Pitch,피치,,Drag and Drop™ library argument label,,,,,,,,
GMStdVolume,Volume,음량,,Drag and Drop™ library argument label,,,,,,,,
GMStdRoom,Room,룸,,Drag and Drop™ library argument label,,,,,,,,
GMStdFilename,Filename,파일 이름,,Drag and Drop™ library argument label,,,,,,,,
GMStdSection,Section,구획,,Drag and Drop™ library argument label,,,,,,,,
GMStdDefault,Default,기본값,,Drag and Drop™ library argument label,,,,,,,,
GMStdTimeline,Timeline,타임라인,,Drag and Drop™ library argument label,,,,,,,,
GMStdMoment,Moment,분기,,Drag and Drop™ library argument label,,,,,,,,
GMStdState,State,상태,,Drag and Drop™ library argument label,,,,,,,,
GMStdMessage,Message,메시지,,Drag and Drop™ library argument label,,,,,,,,
GMStdMap,Map,맵,,Drag and Drop™ library argument label,,,,,,,,
GMStdKey,Key,키,,Drag and Drop™ library argument label,,,,,,,,
GMStdColorMix,Colour Mix,색상 혼합,,Drag and Drop™ library argument label,,,,,,,,
GMStdStart,Start,시작,,Drag and Drop™ library argument label,,,,,,,,
GMStdEnd,End,끝,,Drag and Drop™ library argument label,,,,,,,,
GMStdMinLife,Min Life,최소 목숨,,Drag and Drop™ library argument label,,,,,,,,
GMStdMaxLife,Max Life,최대 목숨,,Drag and Drop™ library argument label,,,,,,,,
GMStdRenderDepth,Depth,깊이,,Drag and Drop™ library argument label,,,,,,,,
GMStdShape,Shape,모양,,Drag and Drop™ library argument label,,,,,,,,
GMStdMinSize,Min Size,최소 크기,,Drag and Drop™ library argument label,,,,,,,,
GMStdMaxSize,Max Size,최대 크기,,Drag and Drop™ library argument label,,,,,,,,
GMStdIncrease,Increase,증가,,Drag and Drop™ library argument label,,,,,,,,
GMStdWiggle,Wiggle,떨림,,DnD™ lib argument label,,,,,,,,
GMStdCount,Count,개수,,Drag and Drop™ library argument label,,,,,,,,
GMStdSecondaryType,Secondary,이중,,DnD™ lib argument label,,,,,,,,
GMStdEmitter,Emitter,방출기,,Drag and Drop™ library argument label,,,,,,,,
GMStdBurst,Burst,단일 방출,,Drag and Drop™ library argument label,,,,,,,,
GMStdStream,Stream,연속 방출,,Drag and Drop™ library argument label,,,,,,,,
GMStdWhere,Where,어디에 ,,Drag and Drop™ library argument label,,,,,,,,
GMStdMinDir,Min Dir,방향 최솟값,,Drag and Drop™ library argument label,,,,,,,,
GMStdMaxDir,Max Dir,방향 최댓값,,Drag and Drop™ library argument label,,,,,,,,
GMStdFriction,Friction,마찰력,,Drag and Drop™ library argument label,,,,,,,,
GMStdPositionNorm,Position (0-1),위치 (0-1),,Drag and Drop™ library argument label,,,,,,,,
GMStdColor,Colour,색상,,Drag and Drop™ library argument label,,,,,,,,
GMStdHor,Horizontal,가로,,Drag and Drop™ library argument label,,,,,,,,
GMStdVer,Vertical,세로,,Drag and Drop™ library argument label,,,,,,,,
GMStdExpr,Expression,표현식,,Drag and Drop™ library argument label,,,,,,,,
GMStdMargin,Margin,여유,,Drag and Drop™ library argument label,,,,,,,,
GMStdOutline,Outline,외곽선,,Drag and Drop™ library argument label,,,,,,,,
GMStdCaption,Caption,표제,,Drag and Drop™ library argument label,,,,,,,,
GMStdCamera,Camera,카메라,,DnD label,,,,,,,,
GMStdVisibility,Visibility,가시성,,DnD label,,,,,,,,
GMStdParticleSystem,System,시스템,,Dnd library argument label,,,,,,,,
GMStdParticleType,Type,유형,,DnD™ library argument label,,,,,,,,
GMStdFrame,Frame,프레임,,Drag and Drop™ library argument label,,,,,,,,
GMStdAngle,Angle,각도,,Drag and Drop™ library argument labelG,,,,,,,,
GMStdMinAngle,Min Angle,최소 각도,,DnD™,,,,,,,,
GMStdMaxAngle,Max Angle,최대 각도,,DnD™,,,,,,,,
GMStdDistribution,Distribution,분포도,,DnD™,,,,,,,,
GMStdAlpha,Alpha,투명도,,Drag and Drop™ library argument label,,,,,,,,
GMStdAlignment,Alignment,정렬,,Drag and Drop™ library argument label,,,,,,,,
GMStdReturn,Return,반환,,Drag and Drop™ library argument label,,,,,,,,
GMStdReturnKey,Return Key,반환 키,,Drag and Drop™ library argument label,,,,,,,,
GMStdAutoCapitalization,Capitalization,대문자화,,Drag and Drop™ library argument label,,,,,,,,
GMStdPredictiveText,Text Prediction,문자 예측,,Drag and Drop™ library argument label,,,,,,,,
GMStdRelativeToDir,Relative To Direction,방향에 상대적,,DnD™,,,,,,,,
GMStdMacro,Macro,매크로,,Drag and Drop™ library argument label,,,,,,,,
GMStdDirs,Directions,방향,,Drag and Drop™ library argument label,,,,,,,,
GMStdPath,Path,경로,,Drag and Drop™ library argument label,,,,,,,,
GMStdOnEnd,On End,끝에,,Drag and Drop™ library argument label,,,,,,,,
GMStdMouseButton,Button,단추,,Drag and Drop™ library argument label,,,,,,,,
GMStdTopLeft,Top Left,왼쪽 위,,Drag and Drop™ library argument label,,,,,,,,
GMStdTopRight,Top Right,오른쪽 위,,Drag and Drop™ library argument label,,,,,,,,
GMStdBottomLeft,Bottom Left,왼쪽 아래,,Drag and Drop™ library argument label,,,,,,,,
GMStdBottomRight,Bottom Right,오른쪽 아래,,Drag and Drop™ library argument label,,,,,,,,
GMStdCenter,Center,중앙,,Drag and Drop™ library argument label,,,,,,,,
GMStdEdge,Edge,가장자리,,Drag and Drop™ library argument label,,,,,,,,
GMStdScaleX,Scale X,가로 비율,,Drag and Drop™ library argument label,,,,,,,,
GMStdScaleY,Scale Y,세로 비율,,Drag and Drop™ library argument label,,,,,,,,
GMStdRotation,Rotation,회전,,Drag and Drop™ library argument label,,,,,,,,
GMStdName,Name,이름,,Drag and Drop™ library argument label,,,,,,,,
GMStdVertically,Vertical,세로,,Drag and Drop™ library argument label,,,,,,,,
GMStdHorizontally,Horizontal,가로,,Drag and Drop™ library argument label,,,,,,,,
GMStdSeqHead,Head (frames),시작,,dnd library argument label,,,,,,,,
GMStdEqual,Equal,같다면,,DnD™,,,,,,,,
GMStdLess,Less,미만이면,,DnD™,,,,,,,,
GMStdGreater,Greater,초과면,,DnD™,,,,,,,,
GMStdLessorEqual,Less or Equal,이하면,,DnD™,,,,,,,,
GMStdGreaterorEqual,Greater or Equal,이상이면,,DnD™,,,,,,,,
GMStdString,String,문자열,,DnD™,,,,,,,,
GMStdResume,Resume,일시 정지 해제,,DnD™,,,,,,,,
GMStdPaused,Paused,일시 정지됨,,DnD™,,,,,,,,
GMStdPause,Pause,일시 정지,,DnD™,,,,,,,,
GMStdToggle,Toggle,전환,,DnD™,,,,,,,,
GMStdWindow,Window,창,,DnD™,,,,,,,,
GMStdFullscreen,Fullscreen,전체화면,,DnD™,,,,,,,,
GMStdSnow,Snow,눈,,DnD™,,,,,,,,
GMStdRain,Rain,비,,DnD™,,,,,,,,
GMStdCloud,Cloud,구름,,DnD™,,,,,,,,
GMStdFlare,Flare,광채,,DnD™,,,,,,,,
GMStdSpark,Spark,불꽃,,DnD™,,,,,,,,
GMStdStar,Star,별,,DnD™,,,,,,,,
GMStdSmokeUp,Smoke Up,피어 오르는 연기,,DnD™,,,,,,,,
GMStdSmoke,Smoke,연기,,DnD™,,,,,,,,
GMStdFirework,Firework,불꽃놀이,,DnD™,,,,,,,,
GMStdEllipse,Ellipse,타원,,DnD™,,,,,,,,
GMStdRing,Ring,고리,,DnD™,,,,,,,,
GMStdExplosion,Explosion,폭발,,DnD™,,,,,,,,
GMStdSphere,Sphere,구체,,DnD™,,,,,,,,
GMStdCircle,Circle,원,,DnD™,,,,,,,,
GMStdSquare,Square,정사각형,,DnD™,,,,,,,,
GMStdDisk,Disk,원반,,DnD™,,,,,,,,
GMStdPixel,Pixel,점,,DnD™,,,,,,,,
GMStdSmall,Small,작음,,DnD™,,,,,,,,
GMStdMedium,Medium,중간,,DnD™,,,,,,,,
GMStdLarge,Large,큼,,DnD™,,,,,,,,
GMStdBelowObjects,Below Objects,객체 아래에 놓기,,DnD™,,,,,,,,
GMStdAboveObjects,Above Objects,객체 위에 놓기,,DnD™,,,,,,,,
GMStdAlarm0,Alarm 0,알람 0,,DnD™,,,,,,,,
GMStdAlarm1,Alarm 1,알람 1,,DnD™,,,,,,,,
GMStdAlarm2,Alarm 2,알람 2,,DnD™,,,,,,,,
GMStdAlarm3,Alarm 3,알람 3,,DnD™,,,,,,,,
GMStdAlarm4,Alarm 4,알람 4,,DnD™,,,,,,,,
GMStdAlarm5,Alarm 5,알람 5,,DnD™,,,,,,,,
GMStdAlarm6,Alarm 6,알람 6,,DnD™,,,,,,,,
GMStdAlarm7,Alarm 7,알람 7,,DnD™,,,,,,,,
GMStdAlarm8,Alarm 8,알람 8,,DnD™,,,,,,,,
GMStdAlarm9,Alarm 9,알람 9,,DnD™,,,,,,,,
GMStdAlarm10,Alarm 10,알람 10,,DnD™,,,,,,,,
GMStdAlarm11,Alarm 11,알람 11,,DnD™,,,,,,,,
GMStdMiddle,Middle,휠,,DnD™,,,,,,,,
GMStdAny,Any,아무 단추,,DnD™,,,,,,,,
GMStdNone,None,누르지 않음,,DnD™,,,,,,,,
GMStdLeftTrigger,Left Trigger,왼쪽 방아쇠 단추,,DnD™,,,,,,,,
GMStdRightTrigger,Right Trigger,오른쪽 방아쇠 단추,,DnD™,,,,,,,,
GMStdActionTop,Action Top,상단 동작,,DnD™,,,,,,,,
GMStdActionLeft,Action Left,좌측 동작,,DnD™,,,,,,,,
GMStdActionBottom,Action Bottom,하단 동작,,DnD™,,,,,,,,
GMStdActionRight,Action Right,우측 동작,,DnD™,,,,,,,,
GMStdShoulderLeft,Shoulder Left,왼쪽 어깨 단추,,DnD™,,,,,,,,
GMStdShoulderRight,Shoulder Right,오른쪽 어깨 단추,,DnD™,,,,,,,,
GMStdDPadUp,D-Pad Up,상단 D-패드 단추,,DnD™,,,,,,,,
GMStdDPadLeft,D-Pad Left,좌측 D-Pad 단추,,DnD™,,,,,,,,
GMStdDPadDown,D-Pad Down,하단 D-Pad 단추,,DnD™,,,,,,,,
GMStdDPadRight,D-Pad Right,우측 D-Pad 단추,,DnD™,,,,,,,,
